app_name,response_time,error_rate,cpu_usage,memory_usage,disk_space,active_users,incident_duration,downtime
NIP,18,60,28,38,48,8000,0,0
NIP,19,50,29,39,49,9000,0,0
NIP,20,59,30,40,50,10000,0,0
NIP,21,14,31,41,51,11000,0,0
NIP,22,47,32,42,52,12000,0,0
NIP,21,57,31,41,51,11000,0,0
NIP,20,36,30,40,50,10000,0,0
NIP,19,28,29,39,49,9000,0,0
NIP,18,2,28,38,48,8000,0,0
NIP,17,13,27,37,47,7000,0,0
NIP,16,1,26,36,46,6000,0,0
NIP,15,58,25,35,45,5000,0,0
NIP,14,91,24,34,44,4000,0,0
NIP,13,71,23,33,43,3000,0,0
NIP,12,77,22,32,42,2000,0,0
NIP,11,66,21,31,41,1000,0,0
NIP,10,56,20,30,40,0,0,0
NIP,11,61,21,31,41,1000,0,0
NIP,12,88,22,32,42,2000,0,0
NIP,13,33,23,33,43,3000,0,0
NIP,14,74,24,34,44,4000,1,1
NIP,15,47,25,35,45,5000,0,0
NIP,16,61,26,36,46,6000,0,0
NIP,17,89,27,37,47,7000,0,0
NIP,18,30,28,38,48,8000,0,0
NIP,19,14,29,39,49,9000,0,0
NIP,20,85,30,40,50,10000,0,0
NIP,21,32,31,41,51,11000,0,0
NIP,22,74,32,42,52,12000,0,0
NIP,21,68,31,41,51,11000,0,0
NIP,20,1,30,40,50,10000,0,0
NIP,19,13,29,39,49,9000,0,0
NIP,18,84,28,38,48,8000,0,0
NIP,17,9,27,37,47,7000,0,0
NIP,16,88,26,36,46,6000,0,0
NIP,15,34,25,35,45,5000,0,0
NIP,14,88,24,34,44,4000,0,0
NIP,13,47,23,33,43,3000,0,0
NIP,12,46,22,32,42,2000,0,0
NIP,11,62,21,31,41,1000,0,0
NIP,10,91,20,30,40,0,0,0
NIP,11,8,21,31,41,1000,0,0
NIP,12,97,22,32,42,2000,0,0
NIP,13,87,23,33,43,3000,0,0
NIP,14,18,24,34,44,4000,0,0
NIP,15,18,25,35,45,5000,0,0
NIP,16,80,26,36,46,6000,0,0
NIP,17,43,27,37,47,7000,0,0
NIP,18,30,28,38,48,8000,0,0
NIP,19,16,29,39,49,9000,0,0
NIP,20,57,30,40,50,10000,0,0
NIP,21,55,31,41,51,11000,0,0
NIP,22,86,32,42,52,12000,0,0
NIP,21,46,31,41,51,11000,0,0
NIP,20,23,30,40,50,10000,0,0
NIP,19,8,29,39,49,9000,0,0
NIP,18,29,28,38,48,8000,0,0
NIP,17,62,27,37,47,7000,0,0
NIP,16,4,26,36,46,6000,0,0
NIP,15,71,25,35,45,5000,0,0
NIP,14,79,24,34,44,4000,0,0
NIP,13,84,23,33,43,3000,0,0
NIP,12,31,22,32,42,2000,0,0
NIP,11,45,21,31,41,1000,0,0
NIP,10,67,20,30,40,0,0,0
NIP,11,94,21,31,41,1000,0,0
NIP,12,69,22,32,42,2000,0,0
NIP,13,93,23,33,43,3000,0,0
NIP,14,98,24,34,44,4000,0,0
NIP,15,14,25,35,45,5000,0,0
NIP,16,74,26,36,46,6000,0,0
NIP,17,42,27,37,47,7000,0,0
NIP,18,92,28,38,48,8000,0,0
NIP,19,58,29,39,49,9000,0,0
NIP,20,92,30,40,50,10000,0,0
NIP,21,88,31,41,51,11000,0,0
NIP,22,90,32,42,52,12000,0,0
NIP,21,8,31,41,51,11000,0,0
NIP,20,91,30,40,50,10000,0,0
NIP,19,30,29,39,49,9000,0,0
NIP,18,43,28,38,48,8000,0,0
NIP,17,87,27,37,47,7000,0,0
NIP,16,60,26,36,46,6000,0,0
NIP,15,55,25,35,45,5000,0,0
NIP,14,5,24,34,44,4000,0,0
NIP,13,29,23,33,43,3000,0,0
NIP,12,66,22,32,42,2000,0,0
NIP,11,8,21,31,41,1000,0,0
NIP,10,6,20,30,40,0,0,0
NIP,11,5,21,31,41,1000,0,0
NIP,12,64,22,32,42,2000,0,0
NIP,13,21,23,33,43,3000,0,0
NIP,14,3,24,34,44,4000,0,0
NIP,15,33,25,35,45,5000,0,0
NIP,16,68,26,36,46,6000,0,0
NIP,17,38,27,37,47,7000,0,0
NIP,18,31,28,38,48,8000,0,0
NIP,19,16,29,39,49,9000,0,0
NIP,20,58,30,40,50,10000,0,0
NIP,21,53,31,41,51,11000,0,0
NIP,22,6,32,42,52,12000,0,0
NIP,21,46,31,41,51,11000,0,0
NIP,20,32,30,40,50,10000,0,0
NIP,19,83,29,39,49,9000,0,0
NIP,18,72,28,38,48,8000,0,0
NIP,17,14,27,37,47,7000,0,0
NIP,16,46,26,36,46,6000,0,0
NIP,15,33,25,35,45,5000,0,0
NIP,14,87,24,34,44,4000,0,0
NIP,13,64,23,33,43,3000,0,0
NIP,12,50,22,32,42,2000,0,0
NIP,11,34,21,31,41,1000,0,0
NIP,10,84,20,30,40,0,0,0
NIP,11,34,21,31,41,1000,0,0
NIP,12,51,22,32,42,2000,0,0
NIP,13,90,23,33,43,3000,0,0
NIP,14,69,24,34,44,4000,0,0
NIP,15,57,25,35,45,5000,0,0
NIP,16,3,26,36,46,6000,0,0
NIP,17,12,27,37,47,7000,0,0
NIP,18,97,28,38,48,8000,1,1
NIP,19,24,29,39,49,9000,0,0
NIP,20,71,30,40,50,10000,0,0
NIP,21,75,31,41,51,11000,0,0
NIP,22,61,32,42,52,12000,0,0
NIP,21,22,31,41,51,11000,0,0
NIP,20,83,30,40,50,10000,0,0
NIP,19,86,29,39,49,9000,0,0
NIP,18,32,28,38,48,8000,0,0
NIP,17,9,27,37,47,7000,0,0
NIP,16,96,26,36,46,6000,0,0
NIP,15,4,25,35,45,5000,0,0
NIP,14,11,24,34,44,4000,0,0
NIP,13,54,23,33,43,3000,0,0
NIP,12,92,22,32,42,2000,0,0
NIP,11,72,21,31,41,1000,0,0
NIP,10,88,20,30,40,0,0,0
NIP,11,38,21,31,41,1000,0,0
NIP,12,11,22,32,42,2000,0,0
NIP,13,28,23,33,43,3000,0,0
NIP,14,37,24,34,44,4000,0,0
NIP,15,17,25,35,45,5000,0,0
NIP,16,78,26,36,46,6000,0,0
NIP,17,90,27,37,47,7000,0,0
NIP,18,75,28,38,48,8000,0,0
NIP,19,15,29,39,49,9000,0,0
NIP,20,30,30,40,50,10000,0,0
NIP,21,33,31,41,51,11000,0,0
NIP,22,95,32,42,52,12000,0,0
NIP,21,18,31,41,51,11000,0,0
NIP,20,70,30,40,50,10000,0,0
NIP,19,99,29,39,49,9000,0,0
NIP,18,76,28,38,48,8000,0,0
NIP,17,89,27,37,47,7000,0,0
NIP,16,77,26,36,46,6000,0,0
NIP,15,40,25,35,45,5000,0,0
NIP,14,65,24,34,44,4000,0,0
NIP,13,85,23,33,43,3000,0,0
NIP,12,91,22,32,42,2000,0,0
NIP,11,95,21,31,41,1000,0,0
NIP,10,46,20,30,40,0,0,0
NIP,11,94,21,31,41,1000,0,0
NIP,12,30,22,32,42,2000,0,0
NIP,13,3,23,33,43,3000,0,0
NIP,14,76,24,34,44,4000,0,0
NIP,15,44,25,35,45,5000,0,0
NIP,16,7,26,36,46,6000,0,0
NIP,17,94,27,37,47,7000,0,0
NIP,18,59,28,38,48,8000,0,0
NIP,19,86,29,39,49,9000,0,0
NIP,20,52,30,40,50,10000,0,0
NIP,21,60,31,41,51,11000,0,0
NIP,22,75,32,42,52,12000,0,0
NIP,21,63,31,41,51,11000,0,0
NIP,20,10,30,40,50,10000,0,0
NIP,19,92,29,39,49,9000,0,0
NIP,18,35,28,38,48,8000,0,0
NIP,17,42,27,37,47,7000,0,0
NIP,16,74,26,36,46,6000,0,0
NIP,15,79,25,35,45,5000,0,0
NIP,14,4,24,34,44,4000,0,0
NIP,13,5,23,33,43,3000,0,0
NIP,12,6,22,32,42,2000,0,0
NIP,11,55,21,31,41,1000,0,0
NIP,10,24,20,30,40,0,0,0
NIP,11,95,21,31,41,1000,0,0
NIP,12,12,22,32,42,2000,0,0
NIP,13,21,23,33,43,3000,0,0
NIP,14,36,24,34,44,4000,0,0
NIP,15,86,25,35,45,5000,0,0
NIP,16,78,26,36,46,6000,0,0
NIP,17,83,27,37,47,7000,0,0
NIP,18,19,28,38,48,8000,0,0
NIP,19,49,29,39,49,9000,0,0
NIP,20,50,30,40,50,10000,0,0
NIP,21,75,31,41,51,11000,0,0
NIP,22,40,32,42,52,12000,0,0
NIP,21,59,31,41,51,11000,0,0
NIP,20,85,30,40,50,10000,0,0
NIP,19,46,29,39,49,9000,0,0
NIP,18,40,28,38,48,8000,0,0
NIP,17,51,27,37,47,7000,0,0
NIP,16,50,26,36,46,6000,0,0
NIP,15,22,25,35,45,5000,0,0
NIP,14,63,24,34,44,4000,0,0
NIP,13,52,23,33,43,3000,0,0
NIP,12,86,22,32,42,2000,0,0
NIP,11,32,21,31,41,1000,0,0
NIP,10,75,20,30,40,0,0,0
NIP,11,17,21,31,41,1000,0,0
NIP,12,70,22,32,42,2000,0,0
NIP,13,61,23,33,43,3000,0,0
NIP,14,63,24,34,44,4000,0,0
NIP,15,73,25,35,45,5000,0,0
NIP,16,75,26,36,46,6000,0,0
NIP,17,93,27,37,47,7000,0,0
NIP,18,92,28,38,48,8000,0,0
NIP,19,67,29,39,49,9000,0,0
NIP,20,70,30,40,50,10000,0,0
NIP,21,61,31,41,51,11000,0,0
NIP,22,24,32,42,52,12000,1,1
NIP,21,42,31,41,51,11000,0,0
NIP,20,66,30,40,50,10000,0,0
NIP,19,81,29,39,49,9000,0,0
NIP,18,99,28,38,48,8000,0,0
NIP,17,73,27,37,47,7000,0,0
NIP,16,5,26,36,46,6000,0,0
NIP,15,71,25,35,45,5000,0,0
NIP,14,59,24,34,44,4000,0,0
NIP,13,76,23,33,43,3000,0,0
NIP,12,32,22,32,42,2000,0,0
NIP,11,30,21,31,41,1000,0,0
NIP,10,97,20,30,40,0,0,0
NIP,11,12,21,31,41,1000,0,0
NIP,12,62,22,32,42,2000,0,0
NIP,13,14,23,33,43,3000,0,0
NIP,14,46,24,34,44,4000,0,0
NIP,15,58,25,35,45,5000,0,0
NIP,16,45,26,36,46,6000,0,0
NIP,17,58,27,37,47,7000,0,0
NIP,18,83,28,38,48,8000,0,0
NIP,19,94,29,39,49,9000,0,0
NIP,20,8,30,40,50,10000,0,0
NIP,21,41,31,41,51,11000,0,0
NIP,22,80,32,42,52,12000,0,0
NIP,21,40,31,41,51,11000,0,0
NIP,20,29,30,40,50,10000,0,0
NIP,19,88,29,39,49,9000,0,0
NIP,18,7,28,38,48,8000,0,0
NIP,17,28,27,37,47,7000,0,0
NIP,16,72,26,36,46,6000,0,0
NIP,15,93,25,35,45,5000,0,0
NIP,14,35,24,34,44,4000,0,0
NIP,13,7,23,33,43,3000,0,0
NIP,12,52,22,32,42,2000,0,0
NIP,11,21,21,31,41,1000,0,0
NIP,10,87,20,30,40,0,0,0
NIP,11,52,21,31,41,1000,0,0
NIP,12,89,22,32,42,2000,0,0
NIP,13,61,23,33,43,3000,0,0
NIP,14,45,24,34,44,4000,0,0
NIP,15,76,25,35,45,5000,0,0
NIP,16,58,26,36,46,6000,0,0
NIP,17,33,27,37,47,7000,0,0
NIP,18,17,28,38,48,8000,0,0
NIP,19,10,29,39,49,9000,0,0
NIP,20,46,30,40,50,10000,0,0
NIP,21,83,31,41,51,11000,0,0
NIP,22,36,32,42,52,12000,0,0
NIP,21,16,31,41,51,11000,0,0
NIP,20,38,30,40,50,10000,0,0
NIP,19,79,29,39,49,9000,0,0
NIP,18,79,28,38,48,8000,0,0
NIP,17,13,27,37,47,7000,0,0
NIP,16,73,26,36,46,6000,0,0
NIP,15,66,25,35,45,5000,0,0
NIP,14,60,24,34,44,4000,0,0
NIP,13,54,23,33,43,3000,0,0
NIP,12,2,22,32,42,2000,0,0
NIP,11,47,21,31,41,1000,0,0
NIP,10,61,20,30,40,0,0,0
NIP,11,31,21,31,41,1000,0,0
NIP,12,70,22,32,42,2000,0,0
NIP,13,33,23,33,43,3000,0,0
NIP,14,68,24,34,44,4000,0,0
NIP,15,9,25,35,45,5000,0,0
NIP,16,21,26,36,46,6000,0,0
NIP,17,93,27,37,47,7000,0,0
NIP,18,48,28,38,48,8000,0,0
NIP,19,43,29,39,49,9000,0,0
NIP,20,81,30,40,50,10000,0,0
NIP,21,43,31,41,51,11000,0,0
NIP,22,76,32,42,52,12000,0,0
NIP,21,3,31,41,51,11000,0,0
NIP,20,18,30,40,50,10000,0,0
NIP,19,20,29,39,49,9000,0,0
NIP,18,40,28,38,48,8000,0,0
NIP,17,53,27,37,47,7000,0,0
NIP,16,5,26,36,46,6000,0,0
NIP,15,52,25,35,45,5000,0,0
NIP,14,99,24,34,44,4000,0,0
NIP,13,87,23,33,43,3000,0,0
NIP,12,40,22,32,42,2000,0,0
NIP,11,100,21,31,41,1000,0,0
NIP,10,28,20,30,40,0,0,0
NIP,11,18,21,31,41,1000,0,0
NIP,12,71,22,32,42,2000,0,0
NIP,13,74,23,33,43,3000,0,0
NIP,14,59,24,34,44,4000,0,0
NIP,15,35,25,35,45,5000,0,0
NIP,16,17,26,36,46,6000,0,0
NIP,17,41,27,37,47,7000,0,0
NIP,18,29,28,38,48,8000,0,0
NIP,19,28,29,39,49,9000,0,0
NIP,20,100,30,40,50,10000,0,0
NIP,21,2,31,41,51,11000,0,0
NIP,22,38,32,42,52,12000,0,0
NIP,21,59,31,41,51,11000,0,0
NIP,20,31,30,40,50,10000,0,0
NIP,19,75,29,39,49,9000,0,0
NIP,18,38,28,38,48,8000,1,1
NIP,17,42,27,37,47,7000,0,0
NIP,16,6,26,36,46,6000,0,0
NIP,15,43,25,35,45,5000,0,0
NIP,14,93,24,34,44,4000,0,0
NIP,13,23,23,33,43,3000,0,0
NIP,12,84,22,32,42,2000,0,0
NIP,11,40,21,31,41,1000,0,0
NIP,10,34,20,30,40,0,0,0
NIP,11,58,21,31,41,1000,0,0
NIP,12,21,22,32,42,2000,0,0
NIP,13,72,23,33,43,3000,0,0
NIP,14,24,24,34,44,4000,0,0
NIP,15,8,25,35,45,5000,0,0
NIP,16,34,26,36,46,6000,0,0
NIP,17,15,27,37,47,7000,0,0
NIP,18,96,28,38,48,8000,0,0
NIP,19,7,29,39,49,9000,0,0
NIP,20,73,30,40,50,10000,0,0
NIP,21,61,31,41,51,11000,0,0
NIP,22,63,32,42,52,12000,0,0
NIP,21,7,31,41,51,11000,0,0
NIP,20,27,30,40,50,10000,0,0
NIP,19,67,29,39,49,9000,0,0
NIP,18,98,28,38,48,8000,0,0
NIP,17,17,27,37,47,7000,0,0
NIP,16,60,26,36,46,6000,0,0
NIP,15,87,25,35,45,5000,0,0
NIP,14,54,24,34,44,4000,0,0
NIP,13,69,23,33,43,3000,0,0
NIP,12,94,22,32,42,2000,0,0
NIP,11,27,21,31,41,1000,0,0
NIP,10,70,20,30,40,0,0,0
NIP,11,6,21,31,41,1000,0,0
NIP,12,31,22,32,42,2000,0,0
NIP,13,18,23,33,43,3000,0,0
NIP,14,59,24,34,44,4000,0,0
NIP,15,24,25,35,45,5000,0,0
NIP,16,13,26,36,46,6000,0,0
NIP,17,45,27,37,47,7000,0,0
NIP,18,37,28,38,48,8000,0,0
NIP,19,53,29,39,49,9000,0,0
NIP,20,35,30,40,50,10000,0,0
NIP,21,60,31,41,51,11000,0,0
NIP,22,90,32,42,52,12000,0,0
NIP,21,66,31,41,51,11000,0,0
NIP,20,99,30,40,50,10000,0,0
NIP,19,87,29,39,49,9000,0,0
NIP,18,11,28,38,48,8000,0,0
NIP,17,20,27,37,47,7000,0,0
NIP,16,84,26,36,46,6000,0,0
NIP,15,58,25,35,45,5000,0,0
NIP,14,29,24,34,44,4000,0,0
NIP,13,13,23,33,43,3000,0,0
NIP,12,39,22,32,42,2000,0,0
NIP,11,32,21,31,41,1000,0,0
NIP,10,42,20,30,40,0,0,0
NIP,11,7,21,31,41,1000,0,0
NIP,12,96,22,32,42,2000,0,0
NIP,13,73,23,33,43,3000,0,0
NIP,14,55,24,34,44,4000,0,0
NIP,15,40,25,35,45,5000,0,0
NIP,16,44,26,36,46,6000,0,0
NIP,17,53,27,37,47,7000,0,0
NIP,18,46,28,38,48,8000,0,0
NIP,19,25,29,39,49,9000,0,0
NIP,20,73,30,40,50,10000,0,0
NIP,21,34,31,41,51,11000,0,0
NIP,22,66,32,42,52,12000,0,0
NIP,21,15,31,41,51,11000,0,0
NIP,20,53,30,40,50,10000,0,0
NIP,19,38,29,39,49,9000,0,0
NIP,18,17,28,38,48,8000,0,0
NIP,17,30,27,37,47,7000,0,0
NIP,16,20,26,36,46,6000,0,0
NIP,15,64,25,35,45,5000,0,0
NIP,14,13,24,34,44,4000,0,0
NIP,13,82,23,33,43,3000,0,0
NIP,12,19,22,32,42,2000,0,0
NIP,11,60,21,31,41,1000,0,0
NIP,10,63,20,30,40,0,0,0
NIP,11,59,21,31,41,1000,0,0
NIP,12,7,22,32,42,2000,0,0
NIP,13,97,23,33,43,3000,0,0
NIP,14,25,24,34,44,4000,0,0
NIP,15,83,25,35,45,5000,0,0
NIP,16,73,26,36,46,6000,0,0
NIP,17,98,27,37,47,7000,0,0
NIP,18,38,28,38,48,8000,0,0
NIP,19,41,29,39,49,9000,0,0
NIP,20,4,30,40,50,10000,0,0
NIP,21,74,31,41,51,11000,0,0
NIP,22,58,32,42,52,12000,0,0
NIP,21,76,31,41,51,11000,0,0
NIP,20,60,30,40,50,10000,0,0
NIP,19,65,29,39,49,9000,0,0
NIP,18,82,28,38,48,8000,0,0
NIP,17,57,27,37,47,7000,0,0
NIP,16,3,26,36,46,6000,0,0
NIP,15,65,25,35,45,5000,0,0
NIP,14,53,24,34,44,4000,1,1
NIP,13,55,23,33,43,3000,0,0
NIP,12,73,22,32,42,2000,0,0
NIP,11,52,21,31,41,1000,0,0
NIP,10,1,20,30,40,0,0,0
NIP,11,5,21,31,41,1000,0,0
NIP,12,72,22,32,42,2000,0,0
NIP,13,17,23,33,43,3000,0,0
NIP,14,89,24,34,44,4000,0,0
NIP,15,73,25,35,45,5000,0,0
NIP,16,4,26,36,46,6000,0,0
NIP,17,5,27,37,47,7000,0,0
NIP,18,62,28,38,48,8000,0,0
NIP,19,4,29,39,49,9000,0,0
NIP,20,46,30,40,50,10000,0,0
NIP,21,26,31,41,51,11000,0,0
NIP,22,18,32,42,52,12000,0,0
NIP,21,14,31,41,51,11000,0,0
NIP,20,80,30,40,50,10000,0,0
NIP,19,6,29,39,49,9000,0,0
NIP,18,78,28,38,48,8000,0,0
NIP,17,78,27,37,47,7000,0,0
NIP,16,26,26,36,46,6000,0,0
NIP,15,10,25,35,45,5000,0,0
NIP,14,41,24,34,44,4000,0,0
NIP,13,25,23,33,43,3000,0,0
NIP,12,91,22,32,42,2000,0,0
NIP,11,78,21,31,41,1000,0,0
NIP,10,59,20,30,40,0,0,0
NIP,11,5,21,31,41,1000,0,0
NIP,12,79,22,32,42,2000,0,0
NIP,13,98,23,33,43,3000,0,0
NIP,14,27,24,34,44,4000,0,0
NIP,15,59,25,35,45,5000,0,0
NIP,16,72,26,36,46,6000,0,0
NIP,17,98,27,37,47,7000,0,0
NIP,18,73,28,38,48,8000,0,0
NIP,19,11,29,39,49,9000,0,0
NIP,20,1,30,40,50,10000,0,0
NIP,21,29,31,41,51,11000,0,0
NIP,22,45,32,42,52,12000,0,0
NIP,21,68,31,41,51,11000,0,0
NIP,20,53,30,40,50,10000,0,0
NIP,19,12,29,39,49,9000,0,0
NIP,18,15,28,38,48,8000,0,0
NIP,17,60,27,37,47,7000,0,0
NIP,16,16,26,36,46,6000,0,0
NIP,15,85,25,35,45,5000,0,0
NIP,14,68,24,34,44,4000,0,0
NIP,13,99,23,33,43,3000,0,0
NIP,12,25,22,32,42,2000,0,0
NIP,11,69,21,31,41,1000,0,0
NIP,10,48,20,30,40,0,0,0
NIP,11,21,21,31,41,1000,0,0
NIP,12,58,22,32,42,2000,0,0
NIP,13,43,23,33,43,3000,0,0
NIP,14,48,24,34,44,4000,0,0
NIP,15,51,25,35,45,5000,0,0
NIP,16,95,26,36,46,6000,0,0
NIP,17,26,27,37,47,7000,0,0
NIP,18,75,28,38,48,8000,0,0
NIP,19,66,29,39,49,9000,0,0
NIP,20,69,30,40,50,10000,0,0
NIP,21,80,31,41,51,11000,0,0
NIP,22,1,32,42,52,12000,0,0
NIP,21,43,31,41,51,11000,0,0
NIP,20,60,30,40,50,10000,0,0
NIP,19,59,29,39,49,9000,0,0
NIP,18,82,28,38,48,8000,0,0
NIP,17,42,27,37,47,7000,0,0
NIP,16,74,26,36,46,6000,0,0
NIP,15,32,25,35,45,5000,0,0
NIP,14,92,24,34,44,4000,0,0
NIP,13,99,23,33,43,3000,0,0
NIP,12,27,22,32,42,2000,0,0
NIP,11,7,21,31,41,1000,0,0
NIP,10,81,20,30,40,0,0,0
NIP,11,42,21,31,41,1000,0,0
NIP,12,51,22,32,42,2000,0,0
NIP,13,26,23,33,43,3000,0,0
NIP,14,87,24,34,44,4000,0,0
NIP,15,63,25,35,45,5000,0,0
NIP,16,76,26,36,46,6000,0,0
NIP,17,46,27,37,47,7000,0,0
NIP,18,50,28,38,48,8000,0,0
NIP,19,9,29,39,49,9000,0,0
NIP,20,45,30,40,50,10000,0,0
NIP,21,58,31,41,51,11000,0,0
NIP,22,32,32,42,52,12000,0,0
NIP,21,24,31,41,51,11000,0,0
NIP,20,69,30,40,50,10000,0,0
NIP,19,58,29,39,49,9000,0,0
NIP,18,32,28,38,48,8000,0,0
NIP,17,95,27,37,47,7000,0,0
NIP,16,32,26,36,46,6000,0,0
NIP,15,77,25,35,45,5000,0,0
NIP,14,34,24,34,44,4000,0,0
NIP,13,59,23,33,43,3000,0,0
NIP,12,12,22,32,42,2000,0,0
NIP,11,10,21,31,41,1000,0,0
NIP,10,37,20,30,40,0,1,1
NIP,11,96,21,31,41,1000,0,0
NIP,12,91,22,32,42,2000,0,0
NIP,13,33,23,33,43,3000,0,0
NIP,14,94,24,34,44,4000,0,0
NIP,15,57,25,35,45,5000,0,0
NIP,16,87,26,36,46,6000,0,0
NIP,17,42,27,37,47,7000,0,0
NIP,18,78,28,38,48,8000,0,0
NIP,19,14,29,39,49,9000,0,0
NIP,20,91,30,40,50,10000,0,0
NIP,21,3,31,41,51,11000,0,0
NIP,22,2,32,42,52,12000,0,0
NIP,21,78,31,41,51,11000,0,0
NIP,20,1,30,40,50,10000,0,0
NIP,19,48,29,39,49,9000,0,0
NIP,18,96,28,38,48,8000,0,0
NIP,17,47,27,37,47,7000,0,0
NIP,16,77,26,36,46,6000,0,0
NIP,15,34,25,35,45,5000,0,0
NIP,14,78,24,34,44,4000,0,0
NIP,13,52,23,33,43,3000,0,0
NIP,12,41,22,32,42,2000,0,0
NIP,11,23,21,31,41,1000,0,0
NIP,10,83,20,30,40,0,0,0
NIP,11,10,21,31,41,1000,0,0
NIP,12,46,22,32,42,2000,0,0
NIP,13,6,23,33,43,3000,0,0
NIP,14,96,24,34,44,4000,0,0
NIP,15,56,25,35,45,5000,0,0
NIP,16,55,26,36,46,6000,0,0
NIP,17,82,27,37,47,7000,0,0
NIP,18,72,28,38,48,8000,0,0
NIP,19,7,29,39,49,9000,0,0
NIP,20,6,30,40,50,10000,0,0
NIP,21,92,31,41,51,11000,0,0
NIP,22,39,32,42,52,12000,0,0
NIP,21,22,31,41,51,11000,0,0
NIP,20,62,30,40,50,10000,0,0
NIP,19,8,29,39,49,9000,0,0
NIP,18,50,28,38,48,8000,0,0
NIP,17,45,27,37,47,7000,0,0
NIP,16,37,26,36,46,6000,0,0
NIP,15,7,25,35,45,5000,0,0
NIP,14,1,24,34,44,4000,0,0
NIP,13,36,23,33,43,3000,0,0
NIP,12,55,22,32,42,2000,0,0
NIP,11,95,21,31,41,1000,0,0
NIP,10,16,20,30,40,0,0,0
NIP,11,67,21,31,41,1000,0,0
NIP,12,97,22,32,42,2000,0,0
NIP,13,31,23,33,43,3000,0,0
NIP,14,5,24,34,44,4000,0,0
NIP,15,56,25,35,45,5000,0,0
NIP,16,56,26,36,46,6000,0,0
NIP,17,85,27,37,47,7000,0,0
NIP,18,44,28,38,48,8000,0,0
NIP,19,34,29,39,49,9000,0,0
NIP,20,2,30,40,50,10000,0,0
NIP,21,98,31,41,51,11000,0,0
NIP,22,92,32,42,52,12000,0,0
NIP,21,77,31,41,51,11000,0,0
NIP,20,7,30,40,50,10000,0,0
NIP,19,92,29,39,49,9000,0,0
NIP,18,62,28,38,48,8000,0,0
NIP,17,96,27,37,47,7000,0,0
NIP,16,36,26,36,46,6000,0,0
NIP,15,5,25,35,45,5000,0,0
NIP,14,3,24,34,44,4000,0,0
NIP,13,95,23,33,43,3000,0,0
NIP,12,51,22,32,42,2000,0,0
NIP,11,90,21,31,41,1000,0,0
NIP,10,97,20,30,40,0,0,0
NIP,11,54,21,31,41,1000,0,0
NIP,12,20,22,32,42,2000,0,0
NIP,13,66,23,33,43,3000,0,0
NIP,14,66,24,34,44,4000,0,0
NIP,15,2,25,35,45,5000,0,0
NIP,16,24,26,36,46,6000,0,0
NIP,17,54,27,37,47,7000,0,0
NIP,18,78,28,38,48,8000,0,0
NIP,19,15,29,39,49,9000,0,0
NIP,20,65,30,40,50,10000,0,0
NIP,21,5,31,41,51,11000,0,0
NIP,22,74,32,42,52,12000,0,0
NIP,21,63,31,41,51,11000,0,0
NIP,20,100,30,40,50,10000,0,0
NIP,19,50,29,39,49,9000,0,0
NIP,18,18,28,38,48,8000,0,0
NIP,17,49,27,37,47,7000,0,0
NIP,16,50,26,36,46,6000,0,0
NIP,15,17,25,35,45,5000,0,0
NIP,14,65,24,34,44,4000,0,0
NIP,13,4,23,33,43,3000,0,0
NIP,12,91,22,32,42,2000,0,0
NIP,11,17,21,31,41,1000,0,0
NIP,10,85,20,30,40,0,0,0
NIP,11,62,21,31,41,1000,0,0
NIP,12,56,22,32,42,2000,0,0
NIP,13,51,23,33,43,3000,0,0
NIP,14,24,24,34,44,4000,1,1
NIP,15,10,25,35,45,5000,0,0
NIP,16,65,26,36,46,6000,0,0
NIP,17,91,27,37,47,7000,0,0
NIP,18,71,28,38,48,8000,0,0
NIP,19,26,29,39,49,9000,0,0
NIP,20,28,30,40,50,10000,0,0
NIP,21,94,31,41,51,11000,0,0
NIP,22,5,32,42,52,12000,0,0
NIP,21,61,31,41,51,11000,0,0
NIP,20,90,30,40,50,10000,0,0
NIP,19,35,29,39,49,9000,0,0
NIP,18,16,28,38,48,8000,0,0
NIP,17,54,27,37,47,7000,0,0
NIP,16,73,26,36,46,6000,0,0
NIP,15,46,25,35,45,5000,0,0
NIP,14,55,24,34,44,4000,0,0
NIP,13,71,23,33,43,3000,0,0
NIP,12,29,22,32,42,2000,0,0
NIP,11,60,21,31,41,1000,0,0
NIP,10,81,20,30,40,0,0,0
NIP,11,94,21,31,41,1000,0,0
NIP,12,92,22,32,42,2000,0,0
NIP,13,99,23,33,43,3000,0,0
NIP,14,60,24,34,44,4000,0,0
NIP,15,58,25,35,45,5000,0,0
NIP,16,94,26,36,46,6000,0,0
NIP,17,64,27,37,47,7000,0,0
NIP,18,69,28,38,48,8000,0,0
NIP,19,68,29,39,49,9000,0,0
NIP,20,100,30,40,50,10000,0,0
NIP,21,20,31,41,51,11000,0,0
NIP,22,37,32,42,52,12000,0,0
NIP,21,76,31,41,51,11000,0,0
NIP,20,84,30,40,50,10000,0,0
NIP,19,88,29,39,49,9000,0,0
NIP,18,80,28,38,48,8000,0,0
NIP,17,51,27,37,47,7000,0,0
NIP,16,56,26,36,46,6000,0,0
NIP,15,93,25,35,45,5000,0,0
NIP,14,29,24,34,44,4000,0,0
NIP,13,47,23,33,43,3000,0,0
NIP,12,66,22,32,42,2000,0,0
NIP,11,88,21,31,41,1000,0,0
NIP,10,84,20,30,40,0,0,0
